gia,dientich,rong,dai,kieunha,phuong, quan,bedroom,bathroom,phaply,ngaydang,masobds,linkweb
4600,35,12,3,"hẻm, ngõ", Phường 8 (Phường Võ Thị Sáu), Quận 3,2,3,Sổ hồng,21/01/2024,22374806,https://mogi.vn/quan-3/mua-nha-hem-ngo/ban-nha-phuong-8-quan-3-hai-ba-trung-shcn-35m2-2-tang-btct-id22374806
4600,37,9,4.1,"hẻm, ngõ", Phường 10, Quận Tân Bình,2,3,Sổ hồng,21/01/2024,22445669,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/nha-4-tang-kien-co-lac-long-quan-gan-cho-tan-binh-4-6-ty-id22445669
4650,28,8,3.5,"hẻm, ngõ", Phường Nguyễn Cư Trinh, Quận 1,3,4,Sổ hồng,21/01/2024,22399076,https://mogi.vn/quan-1/mua-nha-hem-ngo/xe-hoi-vao-nha-ngay-trung-tam-quan-1-nguyen-canh-chan-4-tang-3pn-id22399076
4650,56,14,4,"hẻm, ngõ", Phường Phước Long B, Quận 9 (TP. Thủ Đức),2,2,Sổ hồng,21/01/2024,22380578,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-duong-do-xuan-hop-plb-q9-hem-xe-hoi-56m2-gia-4-ty-650-id22380578
4650,84,25,3.7,"mặt tiền, phố", Xã Xuân Thới Sơn, Huyện Hóc Môn,4,2,Sổ hồng,21/01/2024,22469264,https://mogi.vn/huyen-hoc-mon/mua-nha-mat-tien-pho/nha-tret-2-lau-mt-duong-duong-cong-khi-ngay-nga-4-nguyen-van-bua-x-xts-id22469264
4690,35,11,3.5,"hẻm, ngõ", Phường 14, Quận 3,2,2,Sổ hồng,21/01/2024,22447962,https://mogi.vn/quan-3/mua-nha-hem-ngo/nha-hem-xe-hoi-le-van-sy-phu-nhuan-33m2-sat-mat-tien-tien-xay-sua-moi-id22447962
4690,42,12,3.5,"hẻm, ngõ", Phường 13, Quận Phú Nhuận,2,3,Sổ hồng,21/01/2024,22293666,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nha-le-van-sy-phu-nhuan-hem-o-to-tranh-42m2-no-hau-chi-nhinh-4-ty-id22293666
4700,33,11,3.6,"hẻm, ngõ", Phường 11, Quận 3,2,2,Sổ hồng,21/01/2024,22270707,https://mogi.vn/quan-3/mua-nha-hem-ngo/nha-hem-xe-hoi-quan-3-tran-van-dang-33m2-thong-hoang-sa-chi-nhinh-4-ty-id22270707
4700,35,10,3.5,"hẻm, ngõ", Phường 24, Quận Bình Thạnh,2,2,Sổ hồng,21/01/2024,22418477,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ngay-nga-tu-hang-xanh-35m2-gan-cac-truong-dai-hoc-chi-nhinh-4-ty-id22418477
4700,40,11,3.6,"hẻm, ngõ", Phường 10, Quận 3,5,4,Sổ hồng,21/01/2024,22272819,https://mogi.vn/quan-3/mua-nha-hem-ngo/sat-mat-tien-cach-mang-thang-tam-quan-3-dt-3-6-x-11m-4-tang-5pn-id22272819
4700,51,12.6,4,"hẻm, ngõ", Phường Bình Trị Đông, Quận Bình Tân,3,3,Sổ hồng,21/01/2024,22470380,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/nha-1-lau-st-hem-168-dat-moi-binh-tan-51m2-hem-5m-gia-4-7-ty-tl-id22470380
4749,54,17,3.5,"hẻm, ngõ", Phường 24, Quận Bình Thạnh,4,2,Sổ hồng,21/01/2024,22266706,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/nha-hem-thongngay-nga-tu-hang-xanhtrung-tam-phuong-24-binh-thanh-54m2-id22266706
4750,30,7.5,4,"hẻm, ngõ", Phường 1, Quận Phú Nhuận,4,4,Sổ hồng,21/01/2024,22402572,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/giap-quan-1-khu-vip-phu-nhuan-doan-thi-diem-4-tang-4pn-nhinh-4-ty-id22402572
4750,54,13.5,4,"hẻm, ngõ", Phường 10, Quận 10,3,2,Sổ hồng,21/01/2024,22445409,https://mogi.vn/quan-10/mua-nha-hem-ngo/nha-rong-moi-o-ngay-canh-sacombank-le-hong-phong-4-75-ty-id22445409
4800,105,21,5,"hẻm, ngõ", Xã Xuân Thới Thượng, Huyện Hóc Môn,4,3,Sổ hồng,21/01/2024,22469266,https://mogi.vn/huyen-hoc-mon/mua-nha-hem-ngo/nha-1-lau-5x21m-mat-duong-nhua-gan-cay-xang-61-ap-3-xuan-thoi-thuong-id22469266
4800,45,9.4,4.8,đường nội bộ, Phường 10, Quận Phú Nhuận,2,2,Sổ hồng,21/01/2024,22207051,https://mogi.vn/quan-phu-nhuan/mua-duong-noi-bo/khu-vip-truong-quoc-dung-phu-nhuan-sieure-45m2-chi-4ty8-ngang-5m-ko-qh-id22207051
4800,56,14,4,"hẻm, ngõ", Phường Bình Trị Đông, Quận Bình Tân,4,3,Sổ hồng,21/01/2024,22464520,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/nha-duc-3-5-tam-hem-479-huong-lo-2-bt-dt-4-x14m-gia-4-8-ty-id22464520
4800,64,16,4,"hẻm, ngõ", Phường Tân Quý, Quận Tân Phú,3,2,Sổ hồng,21/01/2024,22438596,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/xe-hoi-do-cua-tan-ky-tan-quy-q-tan-phu-64m2-4x16-vuong-2tang-3pn-id22438596
4800,77,10,5,"mặt tiền, phố", Phường 13, Quận 3,4,4,Sổ hồng,21/01/2024,21930245,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/nha-dep-q3-chinh-chu-ban-nha-hem-6m-le-van-sy-p13-q3-77m2-so-rien-id21930245
4850,46,11,4.3,"hẻm, ngõ", Phường 14, Quận Bình Thạnh,3,3,Sổ hồng,21/01/2024,22407908,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/365bt1-ban-nha-le-quang-dinh-binh-thanh-50m2-ngang-hon-4m-nha-moi-id22407908
4850,56,14,4,"hẻm, ngõ", Phường Phú Thạnh, Quận Tân Phú,3,2,Sổ hồng,21/01/2024,22272712,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/chi-4ty85-tan-phu-nga-tu-bon-xa-hxh-5m-56m2-x3tang-3pn-k-id22272712
4850,61,15,4,"hẻm, ngõ", Phường Long Thạnh Mỹ, Quận 9 (TP. Thủ Đức),4,4,Sổ hồng,21/01/2024,22319791,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-1-tret-2-lau-1sec-duong-hoang-huu-nam-long-thanh-my-q9-id22319791
4900,30,10,3,"hẻm, ngõ", Phường 10, Quận 3,3,3,Sổ hồng,21/01/2024,22322389,https://mogi.vn/quan-3/mua-nha-hem-ngo/ban-gap-nha-cach-mang-thang-tam-hxh-id22322389
4900,35,10,3.5,"hẻm, ngõ", Phường 14, Quận Bình Thạnh,2,3,Sổ hồng,21/01/2024,22456715,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/377bt2-nhinh-4ty-tt-binh-thanh-cho-ba-chieu-bv-ung-buou-hxh-3-5x10-id22456715
4900,64,16,4,"hẻm, ngõ", Phường Tân Quý, Quận Tân Phú,3,3,Sổ hồng,21/01/2024,22426659,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/nha-moi-xay-o-to-do-cua-tan-ky-tan-quy-canh-aeon-4-9-ty-id22426659
4950,27,9,3,"hẻm, ngõ", Phường 10, Quận 3,3,3,Sổ hồng,21/01/2024,22315434,https://mogi.vn/quan-3/mua-nha-hem-ngo/ban-gap-nha-cach-mang-thang-tam-hxh-id22315434
4950,83,17,5,"hẻm, ngõ", Xã Bà Điểm, Huyện Hóc Môn,4,4,Sổ hồng,21/01/2024,22469727,https://mogi.vn/huyen-hoc-mon/mua-nha-hem-ngo/nha-2-lau-5x17m-kdc-hien-huu-gan-phan-van-hon-va-ba-diem-5-xa-ba-diem-id22469727
4980,46,10,4.6,"hẻm, ngõ", Phường 7, Quận Tân Bình,4,2,Sổ hồng,21/01/2024,22381715,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/nhinh-4ty-tan-binh-sat-quan-3-cong-vien-le-thi-rieng-46m2-no-hau-3tang-id22381715
4999,60,15,4,"hẻm, ngõ", Phường 10, Quận Tân Bình,2,2,Sổ hồng,21/01/2024,22392752,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/sat-lu-gia-ntd-phu-tho-dh-bach-khoa-ke-mt-3can-moi-o-lien-4x15-2t-id22392752
5000,48,12,4,"hẻm, ngõ", Phường 13, Quận Tân Bình,2,2,Sổ hồng,21/01/2024,22339391,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/chinh-chu-ban-gap-nha-dong-xoai-p13-tb-hxt-48m2-nhinh-5-ty-id22339391
5000,48,6,8,"hẻm, ngõ", Phường 7, Quận Tân Bình,3,2,Sổ hồng,21/01/2024,22403384,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/giam-1-ty-ban-gap-nha-chu-dong-tu-giap-q-10-48m2-3tang-ngang-8m-id22403384
5000,63,14,4.4,"mặt tiền, phố", Phường 16, Quận Gò Vấp,2,2,Sổ hồng,21/01/2024,22389130,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/toi-ban-nha-mat-tien-le-duc-tho-p16-gv-kd-dinh-63m2-nhinh-5-ty-id22389130
5100,34,8.1,4.1,"mặt tiền, phố", Phường 13, Quận 6,5,3,Sổ hồng,21/01/2024,22358529,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/69-nha-dep-4-tang-co-san-thuong-hxh-do-cua-id22358529
5150,45,13,3.6,"hẻm, ngõ", Phường 1, Quận Phú Nhuận,5,3,Sổ hồng,21/01/2024,22324824,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/phu-nhuan-giap-quan-1-45m2-5pn-full-noi-that-chi-nhinh-5-ty-id22324824
5150,79,17,4.5,"mặt tiền, phố", Phường An Lạc A, Quận Bình Tân,4,3,Sổ hồng,21/01/2024,22397542,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/mtkd-ngay-bxmt-an-lac-a-79m2-4-5x19-4pn-tien-xay-ks-chdv-vp-5-15-ty-tl-id22397542
5200,48,12,4,"hẻm, ngõ", Phường 11, Quận Bình Thạnh,2,2,Sổ hồng,21/01/2024,22411858,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-rieng-quan-binh-thanh-phan-van-tri-hai-mat-hem-xe-tai-tranh-id22411858
5200,52,12,4,"hẻm, ngõ", Phường Thạnh Lộc, Quận 12,5,6,Sổ đỏ,21/01/2024,22463344,https://mogi.vn/quan-12/mua-nha-hem-ngo/4-tang-4-x-13-5-250-ty-khu-dan-cu-thanh-loc-quan-12-tphcm-id22463344
5200,54,13.5,4,"hẻm, ngõ", Phường Tăng Nhơn Phú A, Quận 9 (TP. Thủ Đức),3,3,Sổ hồng,21/01/2024,22367627,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-1-tret-2-lau-hem-xe-hoi-duong-160-la-xuan-oai-tnpa-q9-id22367627
5200,55,11,5,"hẻm, ngõ", Phường Tây Thạnh, Quận Tân Phú,4,4,Sổ hồng,21/01/2024,22415272,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/nha-4-tang-o-to-vao-trong-doi-dien-sacombank-tay-thanh-5-2-ty-id22415272
5200,60,15,4,"hẻm, ngõ", Phường Bình Hưng Hòa B, Quận Bình Tân,4,5,Sổ hồng,21/01/2024,21796364,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/oto-do-trong-nha-lien-khu-5-6-q-binh-tan-4mx15m-4-tang-moi-keng-id21796364
5200,62,15.5,4,"hẻm, ngõ", Phường Phú Thạnh, Quận Tân Phú,4,4,Sổ hồng,21/01/2024,22462008,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/thach-lam-tan-phu-hxh-thong-62m2-4m-x-15-5m-4-tang-btct-gia-re-id22462008
5250,38,7.5,5.3,"hẻm, ngõ", Phường 5, Quận Phú Nhuận,5,5,Sổ hồng,21/01/2024,22352093,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/sat-hem-xe-tai-thich-quang-duc-38m2-ngang-5-3m-4-tang-5pn-chi-5-25ty-id22352093
5300,42,12,3.5,"mặt tiền, phố", Phường 11, Quận 3,3,3,Sổ hồng,21/01/2024,21930292,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-gap-nha-ngop-duong-tran-van-dang-quan-3-id21930292
5300,57,12.5,4,"hẻm, ngõ", Phường An Lạc, Quận Bình Tân,2,2,Sổ hồng,21/01/2024,22356605,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/26-nha-1-tret-1-lau-ngay-bxmt-o-to-vao-nha-id22356605
5390,80,20,4,"hẻm, ngõ", Phường Tân Thới Nhất, Quận 12,3,3,Sổ hồng,21/01/2024,22453468,https://mogi.vn/quan-12/mua-nha-hem-ngo/hem-xe-tai-5m-ngay-ttn-5-q-12-80m2-4-x-20-3-tang-btct-gia-re-id22453468
5400,32,9,3.7,"hẻm, ngõ", Phường 12, Quận 10,2,3,Sổ hồng,21/01/2024,21574777,https://mogi.vn/quan-10/mua-nha-hem-ngo/hem-ba-gac-thong-cmt8-q-10-32m2-3-7x9-3lau-gan-cau-lac-bo-lan-anh-id21574777
5400,40,12,3.4,"hẻm, ngõ", Phường 15, Quận 10,2,2,Sổ hồng,21/01/2024,21266775,https://mogi.vn/quan-10/mua-nha-hem-ngo/ban-nha-to-hien-thanh-q-10-40m2-tret-1lau-2pn-nha-moi-o-ngay-id21266775
5400,50,10,5,"mặt tiền, phố", Thị Trấn Nhà Bè, Huyện Nhà Bè,4,5,Sổ hồng,21/01/2024,22079844,https://mogi.vn/huyen-nha-be/mua-nha-mat-tien-pho/nha-kdc-sai-gon-moi-duong-huynh-tan-phat-nha-be-id22079844
5400,50,14,3.8,"hẻm, ngõ", Phường 9, Quận Phú Nhuận,3,3,Sổ hồng,21/01/2024,22329804,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nha-gan-mat-tien-hoang-van-thu-50m2-cho-thue-150tr-nam-chi-hon-5-ty-id22329804
5400,60,9,6,"mặt tiền, phố", Thị Trấn Nhà Bè, Huyện Nhà Bè,4,3,Sổ hồng,21/01/2024,22428115,https://mogi.vn/huyen-nha-be/mua-nha-mat-tien-pho/goc-3-mat-tien-thuan-tien-de-o-va-mo-van-phong-6x9m-id22428115
5450,28,7,4,"hẻm, ngõ", Phường 9, Quận Phú Nhuận,3,4,Sổ hồng,21/01/2024,22354062,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/hiem-nha-ban-ho-van-hue-sat-mat-tien-4-tang-btct-3pn-hem-thang-1-truc-id22354062
5450,53,13.2,4,"hẻm, ngõ", Phường Tăng Nhơn Phú A, Quận 9 (TP. Thủ Đức),4,3,Sổ hồng,21/01/2024,22093227,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-3-lau-duong-182-la-xuan-oai-tang-nhon-phu-a-quan-9-5-ty-450-id22093227
5470,40,8,5,"hẻm, ngõ", Phường 24, Quận Bình Thạnh,4,3,Sổ hồng,21/01/2024,22352457,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/vip-ban-nha-dinh-bo-linh-hem-xe-tai-40m2-4-tang-chi-5-47-ty-id22352457
5490,42,8,5.3,"hẻm, ngõ", Phường 21, Quận Bình Thạnh,2,2,Sổ hồng,21/01/2024,22399939,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-xo-viet-nghe-tinh-hem-xe-hoi-42m2-ngang-5-3m-chi-5-49-ty-id22399939
5490,45,11.9,3.8,"hẻm, ngõ", Phường 24, Quận Bình Thạnh,2,2,Sổ hồng,21/01/2024,22288673,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hiem-ban-nha-phan-chu-trinh-45m2-hem-xe-hoi-vao-nha-chi-5-5-ty-id22288673
5500,28,8,3,"mặt tiền, phố", Phường 3, Quận 3,3,3,Sổ hồng,21/01/2024,21932707,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-ban-co-quan-3-gia-chi-nhinh-hon-5-ty-id21932707
5500,31,10.5,3,"hẻm, ngõ", Phường 13, Quận 10,3,3,Sổ hồng,21/01/2024,22147506,https://mogi.vn/quan-10/mua-nha-hem-ngo/vip-q-10-to-hien-thanh-31m2-4-tang-3pn-cach-5-can-ra-hem-xe-hoi-id22147506
5500,36,9,4,"hẻm, ngõ", Phường 9, Quận 10,3,3,Sổ hồng,21/01/2024,22399457,https://mogi.vn/quan-10/mua-nha-hem-ngo/ban-gap-nha-su-van-hanh-hxh-quan-10-id22399457
5500,42,6,7,"hẻm, ngõ", Phường 7 (Phường Võ Thị Sáu), Quận 3,4,5,Sổ hồng,21/01/2024,22353733,https://mogi.vn/quan-3/mua-nha-hem-ngo/ban-nha-hem-thong-sat-mat-tien-ly-chinh-thang-quan-3-42m2-5-tang-btct-id22353733
5500,44,11,4,"hẻm, ngõ", Phường 22, Quận Bình Thạnh,3,4,Sổ hồng,21/01/2024,22260933,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ngaydoi-dien-landmark81-hem-xe-hoi-vao-nha-nguyen-huu-canh-44m2-4-tang-id22260933
5500,64,16,4,"hẻm, ngõ", Phường 11, Quận Tân Bình,2,2,Sổ hồng,21/01/2024,22454411,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-hem-xe-hoi-lac-long-quan-tan-binh-2-tang-4x16m-nhinh-5-ty-id22454411
5519,38,9.1,4,"hẻm, ngõ", Phường 5, Quận Phú Nhuận,5,3,Sổ hồng,21/01/2024,22412379,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/thich-quang-duc-37m2-ngang-4m-4-tang-btct-5pn-nhinh-5-ty-id22412379
5600,42,7,3.7,"mặt tiền, phố", Phường 12, Quận 3,3,3,Sổ hồng,21/01/2024,21930973,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-le-van-sy-p-12-q-3-dt-3-7x12m-2-lau-gia-5-ty600-id21930973
5600,45,13,3.5,"hẻm, ngõ", Phường 5, Quận Phú Nhuận,3,3,Sổ hồng,21/01/2024,22341936,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/khu-vip-lam-son-phu-nhuan-45m2-sat-hem-xe-hoi-8m-3pn-chi-nhinh-5-ty-id22341936
5600,48,12,4,"hẻm, ngõ", Phường 13, Quận 3,3,3,Sổ hồng,21/01/2024,22340802,https://mogi.vn/quan-3/mua-nha-hem-ngo/ban-gap-nha-tran-quang-dieu-quan-3-hxh-id22340802
5690,39,11,3.5,"hẻm, ngõ", Phường 24, Quận Bình Thạnh,4,4,Sổ hồng,21/01/2024,22351384,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hiem-ban-nha-phan-chu-trinh-hem-xe-hoi-39m2-4-tang-chi-5-69-ty-id22351384
5690,48,12,4,"hẻm, ngõ", Phường 13, Quận Bình Thạnh,2,2,Hợp đồng mua bán,21/01/2024,22378678,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/vip-ban-nha-dang-thuy-tram-hem-xe-hoi-thong-48m2-chi-5-69-ty-id22378678
5700,40,11,3.5,"hẻm, ngõ", Phường 7 (Phường Võ Thị Sáu), Quận 3,2,2,Sổ hồng,21/01/2024,22378723,https://mogi.vn/quan-3/mua-nha-hem-ngo/hem-xe-hoi-thang-1-truc-sat-mat-tien-tran-quoc-thao-40m2-quan-3-id22378723
5700,42,11,4,"hẻm, ngõ", Phường 4, Quận Phú Nhuận,4,3,Sổ hồng,21/01/2024,22321799,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/dinh-cu-ban-gap-nha-thich-quang-duc-4-tang-btct-42m2-4pn-chi-hon-5ty-id22321799
5700,45,11,4,"hẻm, ngõ", Phường 11, Quận Bình Thạnh,4,3,Sổ hồng,21/01/2024,22358807,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hiem-ban-nha-nguyen-van-dau-hem-xe-hoi-45m2-4-tang-chi-5-7-ty-id22358807
5700,50,10,5,"mặt tiền, phố", Phường Phú Mỹ, Quận 7,4,5,Sổ hồng,21/01/2024,22078740,https://mogi.vn/quan-7/mua-nha-mat-tien-pho/nha-pho-kdc-the-sun-hem-xe-hoi-huynh-tan-phat-5x10m-id22078740
5700,50,10,5,"mặt tiền, phố", Thị Trấn Nhà Bè, Huyện Nhà Bè,4,5,Sổ hồng,21/01/2024,21595602,https://mogi.vn/huyen-nha-be/mua-nha-mat-tien-pho/nha-pho-kdc-the-sun-hem-xe-hoi-6m-huynh-tan-phat-nha-be-id21595602
5700,56,14,4,"hẻm, ngõ", Phường 10, Quận Tân Bình,2,2,Sổ hồng,21/01/2024,22451561,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-hem-xe-hoi-au-co-tan-binh-tret-lau-4x14m-nhinh-5-ty-id22451561
5700,80,20,4,"hẻm, ngõ", Phường Sơn Kỳ, Quận Tân Phú,4,4,Sổ hồng,21/01/2024,22399346,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/nha-rong-hem-6m-doi-dien-aeon-gan-cho-son-ky-5-7-ty-id22399346
5790,42,12,4,"hẻm, ngõ", Phường 6, Quận Bình Thạnh,4,4,Sổ hồng,21/01/2024,22440722,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/vip-ban-nha-lam-son-xe-hoi-dau-sat-nha-48m2-5-tang-chi-5-99-ty-id22440722
5800,45,10.5,4,"mặt tiền, phố", Phường 14, Quận Tân Bình,5,5,Sổ hồng,21/01/2024,22183983,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-gap-nha-dep-khu-vip-bau-cat-tan-binh-4-tang-45m2-duoi-5-ty-9-id22183983
5800,45,11,5,"hẻm, ngõ", Phường 12, Quận 10,4,4,Sổ hồng,21/01/2024,22301059,https://mogi.vn/quan-10/mua-nha-hem-ngo/ban-gap-nha-cao-thang-quan-10-hxh-id22301059
5800,52,13,4,"mặt tiền, phố", Phường Phú Mỹ, Quận 7,4,5,Sổ hồng,21/01/2024,22080426,https://mogi.vn/quan-7/mua-nha-mat-tien-pho/khu-dan-cu-the-sun-duong-xe-hoi-huynh-tan-phat-4x13m-id22080426
5800,52,13,4,"mặt tiền, phố", Thị Trấn Nhà Bè, Huyện Nhà Bè,4,5,Sổ hồng,21/01/2024,22080424,https://mogi.vn/huyen-nha-be/mua-nha-mat-tien-pho/khu-dan-cu-the-sun-duong-xe-hoi-huynh-tan-phat-4x13m-id22080424
5800,80,20,4,"mặt tiền, phố", Phường An Lạc, Quận Bình Tân,5,5,Sổ hồng,21/01/2024,22456632,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/mtkd-nam-long-an-lac-80m2-4x20-4t-view-cong-vien-shr-da-hc-5-8-ty-tl-id22456632
5800,90,15,6,"mặt tiền, phố", Phường Tân Sơn Nhì, Quận Tân Phú,2,2,Sổ hồng,21/01/2024,22454328,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/mat-tien-tu-quyet-tan-son-nhi-6x15m-tien-kinh-doanh-5-8-ty-id22454328
5850,40,12,3.5,"hẻm, ngõ", Phường 3, Quận Phú Nhuận,2,2,Sổ hồng,21/01/2024,22351642,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nha-hem-xe-hoi-thong-sat-mat-tien-thich-quang-duc-40m2-chi-nhinh-5-ty-id22351642
5850,49,14,3.5,"hẻm, ngõ", Phường 15, Quận Bình Thạnh,3,3,Sổ hồng,21/01/2024,22317405,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/nha-moi-o-ngay-gan-nga-tuhang-xanh-trung-tamphuong-15-49m2-4-tang-btct-id22317405
5850,58,14.5,4,"mặt tiền, phố", Phường 9, Quận Gò Vấp,2,3,Sổ hồng,21/01/2024,22359998,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/nha-moi-cuc-dep-58m2-hem-xe-hoi-7-cho-id22359998
5900,30,6,4.8,"hẻm, ngõ", Phường 11, Quận 3,3,4,Sổ hồng,21/01/2024,21864501,https://mogi.vn/quan-3/mua-nha-hem-ngo/ban-nha-hem-noi-bo-cmt8-q-3-29m2-ngang-4-8m-4tang-nha-moi-o-ngay-id21864501
5900,36,9,4,"hẻm, ngõ", Phường 7, Quận Phú Nhuận,3,3,Sổ hồng,21/01/2024,22330565,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/sat-mat-tien-nguyen-cong-hoan-phu-nhuan-36m2-3pn-chi-nhinh-5-ty-id22330565
5900,52,11.6,4.55,"hẻm, ngõ", Phường Bình Trị Đông A, Quận Bình Tân,4,5,Sổ hồng,21/01/2024,22464594,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/so-huu-ngay-can-nha-hem-243-ma-lo-binh-tan-dt-52m2-gia-5-9-ty-id22464594
5950,40,15,3.5,"hẻm, ngõ", Phường 5, Quận Phú Nhuận,4,3,Sổ hồng,21/01/2024,22416969,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nha-moi-vao-o-ngay-thich-quang-duc-phu-nhuan-40m2-3-5x15-3tang-4pn-id22416969
5950,43,12,3.5,"hẻm, ngõ", Phường 5, Quận Phú Nhuận,4,3,Sổ hồng,21/01/2024,22422705,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nha-thich-quang-duc-phu-nhuan-42m2-ngang-3-5m-3-tang-4pn-chi-5-x-ty-id22422705
5950,45,12,3.5,"hẻm, ngõ", Phường 5, Quận Phú Nhuận,4,4,Sổ hồng,21/01/2024,22399047,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nha-sat-mat-tien-thich-quang-duc-4-tang-4pn-so-dep-vuong-chi-nhinh-5ty-id22399047
5950,50,13,4,"mặt tiền, phố", Thị Trấn Nhà Bè, Huyện Nhà Bè,4,3,Sổ hồng,21/01/2024,22081099,https://mogi.vn/huyen-nha-be/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-xe-hoi-duong-cat-loi-nha-be-id22081099
5950,52,12,4.3,"mặt tiền, phố", Phường Phú Mỹ, Quận 7,4,5,Sổ hồng,21/01/2024,22081442,https://mogi.vn/quan-7/mua-nha-mat-tien-pho/nha-dep-hem-xe-hoi-1979-huynh-tan-phat-full-noi-that-id22081442
5950,52,12,4.3,"mặt tiền, phố", Thị Trấn Nhà Bè, Huyện Nhà Bè,4,5,Sổ hồng,21/01/2024,22081438,https://mogi.vn/huyen-nha-be/mua-nha-mat-tien-pho/ban-nha-pho-hem-1979-huynh-tan-phat-duong-xe-hoi-nha-be-id22081438
5980,52,13,4,"mặt tiền, phố", Thị Trấn Nhà Bè, Huyện Nhà Bè,4,5,Sổ hồng,21/01/2024,22081684,https://mogi.vn/huyen-nha-be/mua-nha-mat-tien-pho/ban-nha-dep-the-sun-khu-dong-bo-huynh-tan-phat-nha-be-id22081684
5990,44,12,3.8,"hẻm, ngõ", Phường 5, Quận Phú Nhuận,4,3,Sổ hồng,21/01/2024,22307021,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/thich-quang-duc-4-tang-btct-4pn-3-8-x-12m-vuong-vuc-chi-nhinh-5-ty-id22307021
5990,45,5,8,"hẻm, ngõ", Phường 5, Quận Bình Thạnh,4,2,Sổ hồng,21/01/2024,22435849,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hem-xe-hoi-nguyen-van-dau-10m-ra-mat-tien-44m2-4-tang-full-noi-that-id22435849
